UniProt,median.K
P61514,0.063714286
P61750,0.41
P61759,0.319444444
P61804,0.108333333
P61922,0.052333333
P61961,0.2245
P61971,0.094857143
P61979,0.2173
P61982,0.10945
P62071,0.08075
P62073,0.266
P62075,0.08105
P62077,0.190666667
P62082,0.09995
P62137,0.18195
P62141,0.25965
P62192,0.17885
P62196,0.1667
P62204,0.132285714
P62242,0.0863
P62245,0.0565
P62254,0.294
P62259,0.11965
P62264,0.1058
P62267,0.095
P62270,0.075125
P62274,0.109666667
P62281,0.0672
P62301,0.0976
P62313,0.079
P62315,0.1185
P62317,0.16525
P62320,0.186
P62331,0.3846
P62334,0.20425
P62500,0.619
P62627,0.4606
P62631,0.0985
P62702,0.1069
P62717,0.065
P62743,0.114333333
P62806,0.02
P62814,0.22435
P62821,0.16025
P62827,0.1273
P62830,0.0941
P62835,0.139
P62843,0.114928571
P62849,0.112
P62852,0.101
P62855,0.113
P62858,0.225285714
P62869,0.26805
P62874,0.14515
P62880,0.1219
P62889,0.11735
P62892,0.459944444
P62897,0.0299
P62900,0.045
P62908,0.09035
P62911,0.045
P62918,0.08985
P62932,0.130625
P62960,0.17725
P62962,0.1138
P62983,0.138
P63001,0.15385
P63005,0.29915
P63011,0.2615
P63017,0.1255
P63028,0.108
P63030,0.04965
P63037,0.252
P63038,0.03065
P63073,1.022
P63085,0.234
P63087,0.241
P63101,0.1557
P63158,0.1102
P63168,0.1915
P63242,0.17
P63248,0.223
P63254,0.119
P63280,0.34725
P63321,0.064
P63323,0.079
P63325,0.106
P63328,0.197333333
P67778,0.0401
P67871,0.16425
P68037,0.1336
P68040,0.12215
P68254,0.1901
P68368,0.1031
P68372,0.065
P68510,0.203571429
P70122,0.128333333
P70168,0.15935
P70170,0.2725
P70180,1.5338
P70195,0.0725
P70236,0.9078
P70255,0.487666667
P70261,1.7805
P70265,0.313
P70266,0.1
P70268,0.239
P70271,0.168
P70290,0.104166667
P70296,0.06575
P70297,0.167
P70313,0.2265
P70333,0.5504
P70335,62.23
P70336,0.163214286
P70349,0.0788
P70362,0.31
P70372,0.809142857
P70398,0.23755
P70404,0.05465
P70414,0.23045
P70670,0.19805
P70695,0.0989375
P70698,0.80765
P70699,0.348
P70704,0.1454
P80313,0.2041
P80314,0.15755
P80315,0.27955
P80316,0.1746
P80317,0.17895
P80318,0.17415
P82198,0.201
P82347,0.077
P82349,0.0656
P82350,0.0646
P83741,0.264
P83882,0.176
P83940,0.264916667
P84078,0.187
P84084,0.116
P84089,0.244
P84091,0.1597
P84096,0.077
P84099,0.097
P84104,0.069
P85094,0.0585
P97290,0.71205
P97314,0.108
P97315,0.6645
P97333,5.79
P97346,0.28275
P97351,0.09625
P97352,0.1144
P97355,0.1602
P97364,0.09
P97370,0.16295
P97371,0.16415
P97372,0.10755
P97379,0.182916667
P97384,0.1819
P97390,0.134833333
P97393,0.22
P97429,0.1284
P97434,0.335
P97443,0.09665
P97447,0.42025
P97449,0.134166667
P97450,0.04
P97461,0.22045
P97467,0.435142857
P97470,0.68325
P97478,0.0569
P97493,0.13665
P97494,0.1864
P97496,0.068
P97742,0.154375
P97807,0.038
P97822,0.407
P97823,0.0686
P97855,0.13075
P97863,0.282
P97872,0.0625
P97873,0.096
P97927,0.1178
P98078,0.5728
P98156,0.3085
P98192,0.17625
P98203,0.112777778
P99024,0.13405
P99026,0.2649
P99027,0.2567
P99028,0.0435
P99029,0.0416
Q00519,0.22005
Q00612,0.291
Q00623,0.4545
Q00897,0.29125
Q00898,0.45045
Q00915,0.16025
Q00PI9,0.360888889
Q01149,0.035
Q01279,0.30725
Q01339,1.098625
Q01405,0.19265
Q01730,0.0745
Q01768,0.0852
Q01815,0.309333333
Q01853,0.20275
Q02013,0.096166667
Q02053,0.1304
Q02248,0.15685
Q02257,0.09545
Q02357,0.13385
Q02566,0.08695
Q02788,0.0196
Q02819,0.4354375
Q03141,0.1165
Q03249,0.121
Q03265,0.03845
Q03958,0.222444444
Q04447,0.138
Q04750,0.124
Q04857,0.0236
Q05144,0.24475
Q05186,0.284
Q05512,0.2178
Q05793,0.10445
Q05816,0.11165
Q05920,0.0685
Q05BC3,0.10055
Q05D44,0.4965
Q06138,0.323083333
Q06185,0.028
Q06770,0.555571429
Q06890,0.87405
Q07076,0.1865
Q07113,0.177
Q07417,0.03285
Q07456,0.8648
Q08857,0.15145
Q08879,0.189833333
Q0II04,0.04465
Q0VBL1,0.531
Q0VG49,0.08475
Q11011,0.09565
Q11136,0.24705
Q148V7,0.28075
Q148W8,0.4158
Q149B8,0.13425
Q14AI6,0.130333333
Q14C51,0.1427
Q14CH7,0.505555556
Q1HFZ0,0.305166667
Q1XH17,0.1201
Q2NL51,0.1553
Q2TBE6,0.598
Q2TPA8,0.05365
Q2VLH6,0.272333333
Q33DR3,0.255
Q38HM4,0.199
Q3B7Z2,0.25485
Q3KNM2,0.148444444
Q3TBT3,0.2215
Q3TBW2,0.079666667
Q3TC72,0.036
Q3TC93,0.18385
Q3TCH7,0.36025
Q3TCJ1,0.197785714
Q3TDN2,0.114
Q3TDQ1,0.5693
Q3TEA8,0.1725
Q3TFQ1,0.389666667
Q3THE2,0.4756
Q3THG9,0.299888889
Q3THK7,0.2852
Q3THS6,0.411142857
Q3TJD7,0.093
Q3TJZ6,0.1579
Q3TL26,0.24
Q3TL44,0.0375
Q3TLH4,0.600375
Q3TLP5,0.0533
Q3TMH2,0.0826
Q3TMP8,0.1144
Q3TPX4,0.078
Q3TQB2,0.1355
Q3TUH1,0.077
Q3TVI8,0.321
Q3TW96,0.1508
Q3TWI9,0.165
Q3TXS7,0.15265
Q3TZZ7,0.1972
Q3U0B3,0.0926
Q3U0M1,0.163
Q3U0S6,0.218
Q3U0V1,0.1655
Q3U1J4,0.26905
Q3U2A8,0.047
Q3U3R4,0.15225
Q3U5Q7,0.086333333
Q3U6U5,0.080666667
Q3U7R1,0.18225
Q3U9G9,0.13565
Q3UDE2,0.0755
Q3UGR5,0.0693
Q3UH60,0.092
Q3UH68,0.273
Q3UHB1,0.1394
Q3UHC7,0.089
Q3UHJ0,0.206
Q3UHX2,0.222333333
Q3UHZ5,0.3771
Q3UIA2,0.180333333
Q3UIJ9,0.66095
Q3UIR3,0.307
Q3UIU2,0.03145
Q3UIZ8,0.262
Q3UJB9,0.969944444
Q3UJD6,1.333
Q3UJU9,0.094333333
Q3ULD5,0.0277
Q3ULF4,0.080333333
Q3ULJ0,0.143333333
Q3UM45,0.111
Q3UMB9,0.186
Q3UMC0,0.2235
Q3UMF0,0.23215
Q3UMR5,0.045
Q3UMT1,0.4735
Q3UN90,0.05
Q3UPF5,0.3645
Q3UPH1,0.106
Q3UPL0,0.23775
Q3UQ28,0.2905
Q3UQ84,0.100722222
Q3UQN2,0.1314
Q3URD3,0.11975
Q3URE1,0.0728
Q3URS9,0.048166667
Q3UTJ2,0.1565
Q3UU96,0.4576
Q3UUG6,0.2295
Q3UV70,0.077
Q3UW53,0.50515
Q3UZA1,0.63975
Q3V1L4,0.15675
Q3V384,0.05425
Q499X9,0.10005
Q4ACU6,1.868
Q4FZC9,0.188
Q4KML4,0.121
Q4U4S6,0.61995
Q4VA53,0.344166667
Q4VAA2,0.306
Q4VAE3,0.035
Q501J2,0.3831
Q501J6,0.265666667
Q505F5,0.2644
Q52KR3,0.252333333
Q569Z6,0.1315
Q58A65,0.36855
Q59J78,0.06785
