"","x"
"1723",4883
"1724",4885
"1725",4887
"1726",4892
"1727",4894
"1728",4895
"1729",4896
"1730",4899
"1731",4905
"1732",4906
"1733",4911
"1734",4912
"1735",4917
"1736",4918
"1737",4919
"1738",4920
"1739",4922
"1740",4923
"1741",4924
"1742",4925
"1743",4928
"1744",4932
"1745",4933
"1746",4934
"1747",4935
"1748",4936
"1749",4937
"1750",4938
"1751",4940
"1752",4941
"1753",4942
"1754",4943
"1755",4944
"1756",4947
"1757",4948
"1758",4949
"1759",4950
"1760",4954
"1761",4957
"1762",4959
"1763",4960
"1764",4964
"1765",4968
"1766",4970
"1767",4974
"1768",4975
"1769",4977
"1770",4978
"1771",4980
"1772",4981
"1773",4988
"1774",4989
"1775",4992
"1776",4993
"1777",4994
"1778",4995
"1779",4996
"1780",5008
"1781",5014
"1782",5015
"1783",5016
"1784",5018
"1785",5022
"1786",5023
"1787",5032
"1788",5035
"1789",5038
"1790",5040
"1791",5042
"1792",5045
"1793",5046
"1794",5048
"1795",5050
"1796",5051
"1797",5052
"1798",5054
"1799",5055
"1800",5058
"1801",5059
"1802",5064
"1803",5066
"1804",5067
"1805",5070
"1806",5078
"1807",5087
"1808",5097
"1809",5099
"1810",5101
"1811",5103
"1812",5105
"1813",5106
"1814",5107
"1815",5109
"1816",5112
"1817",5117
"1818",5119
"1819",5122
"1820",5123
"1821",5125
"1822",5147
"1823",5156
"1824",5157
"1825",5160
"1826",5162
"1827",5163
"1828",5164
"1829",5166
"1830",5172
"1831",5173
"1832",5175
"1833",5177
"1834",5187
"1835",5189
"1836",5191
"1837",5192
"1838",5194
"1839",5195
"1840",5196
"1841",5197
"1842",5198
"1843",5199
"1844",5200
"1845",5202
"1846",5203
"1847",5204
"1848",5205
"1849",5206
"1850",5207
"1851",5208
"1852",5210
"1853",5211
"1854",5214
"1855",5218
"1856",5222
"1857",5225
"1858",5226
"1859",5227
"1860",5229
"1861",5230
"1862",5231
"1863",5233
"1864",5243
"1865",5246
"1866",5249
"1867",5252
"1868",5255
"1869",5257
"1870",5259
"1871",5261
"1872",5262
"1873",5263
"1874",5264
"1875",5265
"1876",5267
"1877",5268
"1878",5271
"1879",5278
"1880",5280
"1881",5281
"1882",5282
"1883",5284
"1884",5287
"1885",5288
"1886",5289
"1887",5291
"1888",5292
"1889",5295
"1890",5300
"1891",5301
"1892",5307
"1893",5312
"1894",5316
"1895",5318
"1896",5320
"1897",5324
"1898",5326
"1899",5327
"1900",5328
"1901",5329
"1902",5342
"1903",5343
"1904",5345
"1905",5346
"1906",5352
"1907",5353
"1908",5355
"1909",5357
"1910",5359
"1911",5360
"1912",5362
"1913",5363
"1914",5364
"1915",5365
"1916",5366
"1917",5367
"1918",5368
"1919",5371
"1920",5373
"1921",5377
"1922",5389
"1923",5394
"1924",5401
"1925",5403
"1926",5409
"1927",5411
"1928",5416
"1929",5421
"1930",5422
"1931",5423
"1932",5424
"1933",5429
"1934",5430
"1935",5432
"1936",5434
"1937",5435
"1938",5439
"1939",5443
"1940",5449
"1941",5450
"1942",5456
"1943",5457
"1944",5459
"1945",5461
"1946",5466
"1947",5469
"1948",5470
"1949",5471
"1950",5474
"1951",5475
"1952",5479
"1953",5482
"1954",5488
"1955",5490
"1956",5494
"1957",5500
"1958",5505
"1959",5506
"1960",5508
"1961",5509
"1962",5514
"1963",5518
"1964",5519
"1965",5522
"1966",5526
"1967",5527
"1968",5530
"1969",5532
"1970",5534
"1971",5537
"1972",5539
"1973",5544
"1974",5545
"1975",5564
"1976",5570
"1977",5572
"1978",5575
"1979",5577
"1980",5581
"1981",5584
"1982",5587
"1983",5591
"1984",5595
"1985",5599
"1986",5601
"1987",5606
"1988",5607
"1989",5609
"1990",5614
"1991",5622
"1992",5625
"1993",5626
"1994",5628
"1995",5640
"1996",5641
"1997",5642
"1998",5647
"1999",5648
"2000",5665
"2001",5668
"2002",5672
"2003",5675
"2004",5676
"2005",5678
"2006",5682
"2007",5688
"2008",5690
"2009",5692
"2010",5697
"2011",5700
"2012",5703
"2013",5704
"2014",5714
"2015",5717
"2016",5718
"2017",5721
"2018",5722
"2019",5723
"2020",5724
"2021",5725
"2022",5737
"2023",5738
"2024",5742
"2025",5749
"2026",5751
"2027",5753
"2028",5754
"2029",5756
"2030",5758
"2031",5765
"2032",5766
"2033",5769
"2034",5770
"2035",5779
"2036",5781
"2037",5784
"2038",5786
"2039",5790
"2040",5792
"2041",5794
"2042",5797
"2043",5798
"2044",5799
"2045",5801
"2046",5804
"2047",5805
"2048",5810
"2049",5813
"2050",5814
"2051",5818
"2052",5819
"2053",5820
"2054",5821
"2055",5824
"2056",5825
"2057",5826
"2058",5827
"2059",5828
"2060",5829
"2061",5831
"2062",5832
"2063",5833
"2064",5834
"2065",5835
"2066",5839
"2067",5843
"2068",5844
"2069",5846
"2070",5851
"2071",5852
"2072",5853
"2073",5854
"2074",5855
"2075",5861
"2076",5863
"2077",5865
"2078",5867
"2079",5869
"2080",5870
"2081",5871
"2082",5872
"2083",5873
"2084",5874
"2085",5878
"2086",5882
"2087",5884
"2088",5885
"2089",5886
"2090",5887
"2091",5888
"2092",5889
"2093",5893
"2094",5894
"2095",5898
"2096",5899
"2097",5903
"2098",5905
"2099",5907
"2100",5908
"2101",5914
"2102",5915
"2103",5920
"2104",5925
"2105",5927
"2106",5928
"2107",5929
"2108",5931
"2109",5933
"2110",5936
"2111",5940
"2112",5943
"2113",5945
"2114",5946
"2115",5947
"2116",5949
"2117",5951
"2118",5952
"2119",5953
"2120",5954
"2121",5955
"2122",5961
"2123",5963
"2124",5965
"2125",5971
"2126",5973
"2127",5976
"2128",5978
"2129",5980
"2130",5982
"2131",5983
"2132",5984
"2133",5986
"2134",5988
"2135",5989
"2136",5990
"2137",5992
"2138",5993
"2139",5994
"2140",6001
"2141",6004
"2142",6005
"2143",6006
"2144",6007
"2145",6008
"2146",6010
"2147",6011
"2148",6013
"2149",6014
"2150",6015
"2151",6016
"2152",6019
"2153",6021
"2154",6025
"2155",6026
"2156",6028
"2157",6029
"2158",6032
"2159",6033
"2160",6034
"2161",6037
"2162",6039
"2163",6041
"2164",6049
"2165",6051
"2166",6052
"2167",6054
"2168",6055
"2169",6056
"2170",6057
"2171",6058
"2172",6059
"2173",6060
"2174",6061
"2175",6063
"2176",6065
"2177",6067
"2178",6068
"2179",6069
"2180",6071
"2181",6074
"2182",6075
"2183",6077
"2184",6078
"2185",6079
"2186",6080
"2187",6084
"2188",6088
"2189",6089
"2190",6091
"2191",6092
"2192",6094
"2193",6100
"2194",6103
