"","x"
"1769",5861
"1770",5862
"1771",5864
"1772",5870
"1773",5871
"1774",5878
"1775",5883
"1776",5884
"1777",5885
"1778",5887
"1779",5896
"1780",5897
"1781",5900
"1782",5905
"1783",5908
"1784",5915
"1785",5918
"1786",5919
"1787",5924
"1788",5925
"1789",5926
"1790",5929
"1791",5930
"1792",5934
"1793",5936
"1794",5937
"1795",5938
"1796",5941
"1797",5947
"1798",5948
"1799",5954
"1800",5964
"1801",5967
"1802",5968
"1803",5971
"1804",5972
"1805",5975
"1806",5977
"1807",5978
"1808",5979
"1809",5981
"1810",5982
"1811",5985
"1812",5987
"1813",5988
"1814",5989
"1815",5990
"1816",5991
"1817",5992
"1818",5996
"1819",6000
"1820",6003
"1821",6005
"1822",6009
"1823",6013
"1824",6015
"1825",6018
"1826",6019
"1827",6020
"1828",6021
"1829",6033
"1830",6037
"1831",6038
"1832",6041
"1833",6042
"1834",6045
"1835",6046
"1836",6059
"1837",6061
"1838",6064
"1839",6069
"1840",6070
"1841",6077
"1842",6084
"1843",6085
"1844",6088
"1845",6089
"1846",6122
"1847",6130
"1848",6134
"1849",6135
"1850",6136
"1851",6138
"1852",6144
"1853",6147
"1854",6150
"1855",6161
"1856",6168
"1857",6170
"1858",6171
"1859",6174
"1860",6176
"1861",6177
"1862",6179
"1863",6180
"1864",6181
"1865",6185
"1866",6186
"1867",6188
"1868",6193
"1869",6198
"1870",6206
"1871",6207
"1872",6208
"1873",6210
"1874",6211
"1875",6214
"1876",6215
"1877",6220
"1878",6222
"1879",6235
"1880",6240
"1881",6255
"1882",6257
"1883",6258
"1884",6260
"1885",6263
"1886",6265
"1887",6271
"1888",6277
"1889",6279
"1890",6280
"1891",6281
"1892",6282
"1893",6291
"1894",6293
"1895",6297
"1896",6300
"1897",6307
"1898",6308
"1899",6310
"1900",6313
"1901",6319
"1902",6321
"1903",6322
"1904",6324
"1905",6334
"1906",6339
"1907",6342
"1908",6343
"1909",6349
"1910",6350
"1911",6351
"1912",6354
"1913",6355
"1914",6356
"1915",6369
"1916",6371
"1917",6372
"1918",6374
"1919",6378
"1920",6379
"1921",6383
"1922",6384
"1923",6387
"1924",6389
"1925",6390
"1926",6391
"1927",6392
"1928",6393
"1929",6395
"1930",6396
"1931",6397
"1932",6398
"1933",6400
"1934",6401
"1935",6406
"1936",6410
"1937",6411
"1938",6419
"1939",6420
"1940",6422
"1941",6429
"1942",6431
"1943",6433
"1944",6436
"1945",6442
"1946",6449
"1947",6452
"1948",6464
"1949",6465
"1950",6473
"1951",6474
"1952",6480
"1953",6481
"1954",6482
"1955",6484
"1956",6487
"1957",6489
"1958",6490
"1959",6496
"1960",6497
"1961",6498
"1962",6502
"1963",6505
"1964",6508
"1965",6511
"1966",6512
"1967",6514
"1968",6517
"1969",6519
"1970",6525
"1971",6528
"1972",6530
"1973",6531
"1974",6534
"1975",6535
"1976",6538
"1977",6539
"1978",6541
"1979",6544
"1980",6547
"1981",6557
"1982",6559
"1983",6564
"1984",6569
"1985",6573
"1986",6583
"1987",6589
"1988",6593
"1989",6595
"1990",6597
"1991",6603
"1992",6604
"1993",6605
"1994",6609
"1995",6610
"1996",6611
"1997",6615
"1998",6622
"1999",6623
"2000",6624
"2001",6625
"2002",6626
"2003",6635
"2004",6640
"2005",6641
"2006",6650
"2007",6651
"2008",6659
"2009",6666
"2010",6669
"2011",6678
"2012",6679
"2013",6684
"2014",6687
"2015",6691
"2016",6694
"2017",6706
"2018",6711
"2019",6713
"2020",6719
"2021",6721
"2022",6724
"2023",6725
"2024",6727
"2025",6733
"2026",6735
"2027",6738
"2028",6751
"2029",6753
"2030",6754
"2031",6755
"2032",6758
"2033",6763
"2034",6765
"2035",6770
"2036",6774
"2037",6778
"2038",6780
"2039",6781
"2040",6797
"2041",6798
"2042",6802
"2043",6804
"2044",6814
"2045",6816
"2046",6819
"2047",6820
"2048",6838
"2049",6841
"2050",6852
"2051",6853
"2052",6855
"2053",6864
"2054",6868
"2055",6872
"2056",6873
"2057",6875
"2058",6876
"2059",6878
"2060",6881
"2061",6883
"2062",6885
"2063",6888
"2064",6889
"2065",6893
"2066",6896
"2067",6905
"2068",6912
"2069",6914
"2070",6918
"2071",6919
"2072",6920
"2073",6922
"2074",6923
"2075",6924
"2076",6926
"2077",6928
"2078",6929
"2079",6930
"2080",6933
"2081",6934
"2082",6935
"2083",6941
"2084",6944
"2085",6945
"2086",6946
"2087",6948
"2088",6953
"2089",6954
"2090",6956
"2091",6958
"2092",6959
"2093",6960
"2094",6961
"2095",6965
"2096",6966
"2097",6969
"2098",6970
"2099",6971
"2100",6973
"2101",6975
"2102",6976
"2103",6981
"2104",6982
"2105",6990
"2106",6993
"2107",6997
"2108",6999
"2109",7000
"2110",7003
"2111",7004
"2112",7008
"2113",7010
"2114",7011
"2115",7012
"2116",7013
"2117",7019
"2118",7022
"2119",7023
"2120",7026
"2121",7027
"2122",7028
"2123",7033
"2124",7037
"2125",7042
"2126",7043
"2127",7044
"2128",7045
"2129",7049
"2130",7051
"2131",7052
"2132",7053
"2133",7054
"2134",7055
"2135",7057
"2136",7058
"2137",7059
"2138",7064
"2139",7066
"2140",7070
"2141",7071
"2142",7072
"2143",7073
"2144",7074
"2145",7075
"2146",7076
"2147",7077
"2148",7078
"2149",7079
"2150",7081
"2151",7082
"2152",7087
"2153",7094
"2154",7098
"2155",7100
"2156",7103
"2157",7104
"2158",7110
"2159",7115
"2160",7119
"2161",7121
"2162",7122
"2163",7125
"2164",7126
"2165",7127
"2166",7128
"2167",7129
"2168",7131
"2169",7135
"2170",7137
"2171",7139
"2172",7140
"2173",7143
"2174",7144
"2175",7146
"2176",7147
"2177",7149
"2178",7150
"2179",7151
"2180",7153
"2181",7156
"2182",7157
"2183",7159
"2184",7160
"2185",7161
"2186",7167
