"","x"
"1518",4667
"1519",4668
"1520",4673
"1521",4674
"1522",4675
"1523",4676
"1524",4680
"1525",4682
"1526",4683
"1527",4686
"1528",4687
"1529",4688
"1530",4689
"1531",4692
"1532",4694
"1533",4697
"1534",4698
"1535",4705
"1536",4708
"1537",4709
"1538",4710
"1539",4711
"1540",4712
"1541",4714
"1542",4715
"1543",4716
"1544",4717
"1545",4719
"1546",4723
"1547",4724
"1548",4725
"1549",4727
"1550",4728
"1551",4730
"1552",4733
"1553",4734
"1554",4736
"1555",4739
"1556",4742
"1557",4745
"1558",4747
"1559",4748
"1560",4750
"1561",4756
"1562",4759
"1563",4760
"1564",4762
"1565",4763
"1566",4766
"1567",4767
"1568",4769
"1569",4770
"1570",4771
"1571",4772
"1572",4773
"1573",4774
"1574",4775
"1575",4782
"1576",4783
"1577",4784
"1578",4785
"1579",4787
"1580",4790
"1581",4796
"1582",4798
"1583",4799
"1584",4803
"1585",4809
"1586",4811
"1587",4813
"1588",4818
"1589",4819
"1590",4820
"1591",4823
"1592",4826
"1593",4828
"1594",4829
"1595",4830
"1596",4850
"1597",4855
"1598",4857
"1599",4864
"1600",4879
"1601",4880
"1602",4886
"1603",4889
"1604",4893
"1605",4897
"1606",4899
"1607",4901
"1608",4905
"1609",4908
"1610",4916
"1611",4917
"1612",4918
"1613",4919
"1614",4922
"1615",4923
"1616",4924
"1617",4925
"1618",4928
"1619",4930
"1620",4931
"1621",4932
"1622",4936
"1623",4937
"1624",4940
"1625",4944
"1626",4948
"1627",4953
"1628",4956
"1629",4958
"1630",4959
"1631",4962
"1632",4969
"1633",4974
"1634",4977
"1635",4981
"1636",4986
"1637",4990
"1638",4993
"1639",4996
"1640",4999
"1641",5000
"1642",5004
"1643",5007
"1644",5008
"1645",5010
"1646",5012
"1647",5013
"1648",5014
"1649",5019
"1650",5020
"1651",5024
"1652",5031
"1653",5034
"1654",5040
"1655",5041
"1656",5042
"1657",5043
"1658",5044
"1659",5045
"1660",5047
"1661",5048
"1662",5052
"1663",5056
"1664",5059
"1665",5061
"1666",5064
"1667",5066
"1668",5067
"1669",5068
"1670",5071
"1671",5074
"1672",5076
"1673",5082
"1674",5090
"1675",5094
"1676",5100
"1677",5101
"1678",5102
"1679",5104
"1680",5106
"1681",5121
"1682",5129
"1683",5132
"1684",5137
"1685",5141
"1686",5143
"1687",5144
"1688",5145
"1689",5151
"1690",5159
"1691",5160
"1692",5161
"1693",5166
"1694",5169
"1695",5170
"1696",5172
"1697",5174
"1698",5176
"1699",5177
"1700",5178
"1701",5184
"1702",5187
"1703",5188
"1704",5189
"1705",5199
"1706",5201
"1707",5207
"1708",5211
"1709",5226
"1710",5232
"1711",5234
"1712",5251
"1713",5255
"1714",5257
"1715",5259
"1716",5270
"1717",5272
"1718",5273
"1719",5274
"1720",5289
"1721",5318
"1722",5319
"1723",5341
"1724",5353
"1725",5401
"1726",5406
"1727",5410
"1728",5411
"1729",5413
"1730",5417
"1731",5420
"1732",5428
"1733",5429
"1734",5431
"1735",5432
"1736",5433
"1737",5436
"1738",5440
"1739",5444
"1740",5445
"1741",5446
"1742",5449
"1743",5450
"1744",5451
"1745",5453
"1746",5458
"1747",5460
"1748",5461
"1749",5462
"1750",5463
"1751",5465
"1752",5468
"1753",5469
"1754",5472
"1755",5473
"1756",5478
"1757",5481
"1758",5482
"1759",5483
"1760",5486
"1761",5487
"1762",5488
"1763",5490
"1764",5491
"1765",5495
"1766",5496
"1767",5498
"1768",5499
"1769",5504
"1770",5508
"1771",5509
"1772",5511
"1773",5512
"1774",5515
"1775",5516
"1776",5517
"1777",5518
"1778",5523
"1779",5524
"1780",5526
"1781",5527
"1782",5528
"1783",5529
"1784",5530
"1785",5531
"1786",5532
"1787",5533
"1788",5534
"1789",5536
"1790",5539
"1791",5540
"1792",5541
"1793",5542
"1794",5544
"1795",5547
"1796",5550
"1797",5552
"1798",5553
"1799",5556
"1800",5558
"1801",5559
"1802",5560
"1803",5563
"1804",5564
"1805",5565
"1806",5566
"1807",5567
"1808",5568
"1809",5570
"1810",5571
"1811",5576
"1812",5577
"1813",5578
"1814",5580
"1815",5582
"1816",5583
"1817",5590
"1818",5592
"1819",5593
"1820",5594
"1821",5595
"1822",5600
"1823",5602
"1824",5603
"1825",5608
"1826",5609
"1827",5610
"1828",5612
"1829",5613
"1830",5614
"1831",5615
"1832",5616
"1833",5617
"1834",5618
"1835",5623
"1836",5628
"1837",5629
"1838",5633
"1839",5634
"1840",5636
"1841",5639
"1842",5640
"1843",5641
"1844",5642
"1845",5644
"1846",5646
"1847",5650
"1848",5656
"1849",5657
"1850",5660
"1851",5665
"1852",5666
"1853",5668
"1854",5669
"1855",5672
"1856",5674
"1857",5679
